Grantor EIN,Grantor Name,Recipient EIN,Recipient Name,Cash Grant Amount,Grantor/Recipient Type
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$3,808,254 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,"$1,277,096 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,680480736,NETWORK FOR GOOD INC,"$5,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,812576201,THE INDEPENDENT CHARITABLE GIFT FUND,"$94,260 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$258,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,842049692,STIFEL CHARITABLE INC,"$27,752 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,863177440,DAFFY CHARITABLE FUND,"$381,612 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,954124436,THE FULLER FOUNDATION,"$7,500 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$1,434,712 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$776,065 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,237825575,NATIONAL PHILANTHROPIC TR,"$6,951,427 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,262048480,IMPACTASSETS INC,"$699,382 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,274357830,NEMA FOUNDATION INC,"$100,000 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,311640316,SCHWAB CHARITABLE FUND,"$2,145,342 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,311663020,THE US CHARITABLE GIFT TRUST,"$88,773 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,341747398,AMERICAN ENDOWMENT FOUNDATION,"$1,290,288 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$408,565 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,431634280,CHARITIES AID FOUNDATION AMERICA,"$36,520 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,431890105,SERVANT FOUNDATION,"$634,447 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,474172718,GIVINGA FOUNDATION INC,"$13,300 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,510198509,TIDES FOUNDATION,"$103,952 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$533,164 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,812576201,THE INDEPENDENT CHARITABLE GIFT FUND,"$147,616 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,813222963,THE GIVECLEAR FOUNDATION / TIFIN,"$437,393 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$17,000 ",Nat-to-Nat
593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,842049692,STIFEL CHARITABLE INC,"$410,565 ",Nat-to-Nat
680480736,NETWORK FOR GOOD INC,133848582,FJC,"$109,804 ",Nat-to-Nat
680480736,NETWORK FOR GOOD INC,237825575,NATIONAL PHILANTHROPIC TR,"$30,325 ",Nat-to-Nat
680480736,NETWORK FOR GOOD INC,431634280,CHARITIES AID FOUNDATION AMERICA,"$866,807 ",Nat-to-Nat
680480736,NETWORK FOR GOOD INC,510198509,TIDES FOUNDATION,"$119,839 ",Nat-to-Nat
680480736,NETWORK FOR GOOD INC,812279757,GOFUNDME ORG,"$7,393 ",Nat-to-Nat
680480736,NETWORK FOR GOOD INC,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$13,257 ",Nat-to-Nat
680480736,NETWORK FOR GOOD INC,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$420,396 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$935,581 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,133848582,FJC,"$46,045 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,136082763,RUDOLF STEINER FOUNDATION INC,"$21,969 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,141782466,AYCO CHARITABLE FOUNDATION,"$10,239 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,200849590,GREATER HORIZONS,"$41,202 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,204286082,UNITED CHARITABLE,"$15,697 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$304,505 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,237825575,NATIONAL PHILANTHROPIC TR,"$50,163 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,262048480,IMPACTASSETS INC,"$501,866 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,311640316,SCHWAB CHARITABLE FUND,"$1,318,785 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,311663020,THE US CHARITABLE GIFT TRUST,"$65,763 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,"$3,755,216 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,431634280,CHARITIES AID FOUNDATION AMERICA,"$202,457 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,474172718,GIVINGA FOUNDATION INC,"$55,560 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,474844275,THE DONORS FUND,"$22,302 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,510198509,TIDES FOUNDATION,"$1,871,733 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$256,894 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,"$61,461 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,710992446,KIVA MICROFUNDS,"$187,264 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,812279757,GOFUNDME ORG,"$59,307 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$20,168 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,863177440,DAFFY CHARITABLE FUND,"$6,586 ",Nat-to-Nat
810739440,AMERICAN ONLINE GIVING FOUNDATION INC,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$156,176 ",Nat-to-Nat
812279757,GOFUNDME ORG,431634280,CHARITIES AID FOUNDATION AMERICA,"$95,350 ",Nat-to-Nat
812375745,IMPACT INVESTING CHARITABLE TRUST,473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,"$15,765,312 ",Nat-to-Nat
812576201,THE INDEPENDENT CHARITABLE GIFT FUND,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$913,108 ",Nat-to-Nat
812576201,THE INDEPENDENT CHARITABLE GIFT FUND,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$173,251 ",Nat-to-Nat
812576201,THE INDEPENDENT CHARITABLE GIFT FUND,237825575,NATIONAL PHILANTHROPIC TR,"$34,419 ",Nat-to-Nat
812576201,THE INDEPENDENT CHARITABLE GIFT FUND,311640316,SCHWAB CHARITABLE FUND,"$386,008 ",Nat-to-Nat
821517696,AMALGAMATED CHARITABLE FOUNDATION INC,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$24,999 ",Nat-to-Nat
821517696,AMALGAMATED CHARITABLE FOUNDATION INC,133848582,FJC,"$22,500 ",Nat-to-Nat
821517696,AMALGAMATED CHARITABLE FOUNDATION INC,204286082,UNITED CHARITABLE,"$75,000 ",Nat-to-Nat
821517696,AMALGAMATED CHARITABLE FOUNDATION INC,237825575,NATIONAL PHILANTHROPIC TR,"$51,647 ",Nat-to-Nat
821517696,AMALGAMATED CHARITABLE FOUNDATION INC,431634280,CHARITIES AID FOUNDATION AMERICA,"$7,500 ",Nat-to-Nat
821517696,AMALGAMATED CHARITABLE FOUNDATION INC,510198509,TIDES FOUNDATION,"$3,142,250 ",Nat-to-Nat
821517696,AMALGAMATED CHARITABLE FOUNDATION INC,812279757,GOFUNDME ORG,"$200,000 ",Nat-to-Nat
841260437,AMG CHARITABLE GIFT FOUNDATION,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$2,368,414 ",Nat-to-Nat
841260437,AMG CHARITABLE GIFT FOUNDATION,141782466,AYCO CHARITABLE FOUNDATION,"$13,406 ",Nat-to-Nat
841260437,AMG CHARITABLE GIFT FOUNDATION,200849590,GREATER HORIZONS,"$41,358 ",Nat-to-Nat
841260437,AMG CHARITABLE GIFT FOUNDATION,341747398,AMERICAN ENDOWMENT FOUNDATION,"$186,527 ",Nat-to-Nat
841260437,AMG CHARITABLE GIFT FOUNDATION,510198509,TIDES FOUNDATION,"$2,000 ",Nat-to-Nat
841260437,AMG CHARITABLE GIFT FOUNDATION,810739440,AMERICAN ONLINE GIVING FOUNDATION INC,"$5,000 ",Nat-to-Nat
862577635,TELESCOPE FUND,510198509,TIDES FOUNDATION,"$50,000 ",Nat-to-Nat
862577635,TELESCOPE FUND,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$700,000 ",Nat-to-Nat
863177440,DAFFY CHARITABLE FUND,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$31,082 ",Nat-to-Nat
943136771,PHILANTHROPIC VENTURES FOUNDATION,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$281,850 ",Nat-to-Nat
954124436,THE FULLER FOUNDATION,311640316,SCHWAB CHARITABLE FUND,"$80,000 ",Nat-to-Nat
10782573,ADVISORS CHARITABLE GIFT FUND INC,941156533,JEWISH COMMUNITY FEDERATION OF SAN FRANCISCO THE PENINSULA MARIN & SONOMA,"$7,500 ",Nat-to-NonNat80%
46649138,FIDUCIARY CHARITABLE FOUNDATION DBA FIDUCIARY TRUST CHARITABLE,42103559,COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC,"$9,000 ",Nat-to-NonNat80%
61676688,DECHOMAI FOUNDATION INC,596150746,THE COMMUNITY FOUNDATION FOR NORTHEAST FLORIDA INC,"$203,347 ",Nat-to-NonNat80%
61676688,DECHOMAI FOUNDATION INC,821504018,UNIVERSITY IMPACT,"$40,336 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,10880770,COMMUNITY FOUNDATION OF HARFOR,"$36,050 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,42103559,COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC,"$16,408,157 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,113618879,THE OJC FUND,"$4,196,228 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,135564128,NATIONAL SOCIETY FOR HEBREW DAY SCHOOLS,"$899,125 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,135604788,SILVER BAY ASSOCIATION FOR CHRISTIAN CONFERENCES AND TRAINING,"$58,409 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,141952056,THE PROJECT ON MIDDLE EAST DEMOCRACY INC,"$100,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,166053710,FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK AT BINGHAMTON INC,"$573,655 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,200245876,THE WELLSPRING GROUP,"$65,100 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,201729243,INDIAN RIVER COMMUNITY FOUNDATION INC,"$1,002,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,205205488,SILICON VALLEY COMMUNITY FOUNDATION,"$15,669,854 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,205652970,COBB COMMUNITY FOUNDATION INC,"$45,350 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,221714130,JEWISH COMMUNITY FOUNDATION OF GREATER METROWEST NJ,"$137,250 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,222281783,COMMUNITY FOUNDATION OF NEW JERSEY,"$372,923 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,222559843,BAYHEALTH FOUNDATION CORPORATION,"$8,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,222712160,THE VERMONT COMMUNITY FOUNDATION,"$1,330,935 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,222721171,GREENWICH EMERGENCY MEDICAL SERVICE INC,"$57,350 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,222848738,CORNELL UNIVERSITY FOUNDATION,"$285,950 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,237009135,THE COMMUNITY FOUNDATION INC,"$98,148 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,237160400,GREATER HOUSTON COMMUNITY FOUNDATION,"$29,800 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,237174183,JEWISH COMMUNAL FUND,"$21,390,962 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,237343119,GREATER WASHINGTON COMMUNITY FOUNDATION,"$1,348,265 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,251819940,EDINBORO UNIVERSITY FOUNDATION,"$5,250 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,256058560,PITTSBURGH HISTORY & LANDMARKS FOUNDATION,"$10,100 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,261427614,MUSIGMAPHI FOUNDATION NFP,"$5,500 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,263750673,COMMUNITY FOUNDATION OF GREATER HUNTSVILLE,"$449,950 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,270418124,THE STERLING DONOR ADVISED FUND C/O STERLING FOUNDATION MANAGEMENT LLC,"$1,340,536 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,300239421,KEY BISCAYNE COMMUNITY FOUNDATION INC,"$13,800 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,300254793,CHESAPEAKE CHARITIES INC,"$32,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,310669700,THE GREATER CINCINNATI FOUNDATION,"$519,415 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,310997017,THE COMMUNITY FOUNDATION OF LOUISVILLE INC,"$93,170 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,311116640,THE FOUNDATION OF THE CATHOLIC DIOCESE OF COLUMBUS,"$129,500 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,311782614,BELIEVERS STEWARDSHIP SERVICES INC,"$11,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,320160439,FOOD & WATER WATCH,"$148,630 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,330378778,ORANGE COUNTY COMMUNITY FOUNDATION,"$1,099,100 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,341935499,HUDSON COMMUNITY FOUNDATION,"$19,050 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,362167000,THE CHICAGO COMMUNITY TRUST,"$714,652 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,371099415,UNIVERSITY OF THE PHILIPPINES MEDICAL ALUMNI SOCIETY IN AMERICA,"$71,052 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,371366611,COMMUNITY FOUNDATION OF THE QUINCY AREA,"$14,785 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,371440662,LEGACY GLOBAL FOUNDATION,"$10,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,383941057,CATHOLIC COMMUNITY FOUNDATION OF LOS ANGELES,"$128,979 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,411802412,THRIVENT CHARITABLE IMPACT & INVESTING,"$22,946 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,431758789,ST LOUIS COMMUNITY FOUNDATION INC,"$16,250 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,432043188,CENTRAL TEXAS COMMUNITY FOUNDATION,"$27,910 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,436049281,JEWISH COMMUNITY FOUNDATION OF GREATER KANSAS CITY,"$5,070 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,436064111,YOUTHBRIDGE COMMUNITY FOUNDATION,"$10,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,462368538,SDG IMPACT FUND INC,"$30,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,463741893,SERVANTS HEART MINISTRY CORPORATION,"$544,150 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,470645958,OMAHA COMMUNITY FOUNDATION,"$58,050 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,472377003,ATHLETES AND CAUSES INC,"$21,850 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,474949185,CATHOLIC COMMUNITY FOUNDATION OF SAN DIEGO,"$15,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,481159744,BLUE VALLEY EDUCATIONAL FOUNDATION,"$10,500 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,510235174,LEADERSHIP INSTITUTE,"$826,747 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,510400365,THE GREATER LEWES FOUNDATION,"$16,850 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,521746234,PRINCETON AREA COMMUNITY FOUNDATION INC,"$5,100 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,541506312,CHARLOTTESVILLE AREA COMMUNITY FOUNDATION,"$353,550 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,561380796,TRIANGLE COMMUNITY FOUNDATION INC,"$34,950 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,561553301,RALEIGH-CARY JEWISH FEDERATION INC,"$304,222 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,562152669,THE COMMUNITY FOUNDATION OF NC EAST INC,"$115,400 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,566037615,THE WINSTON-SALEM FOUNDATION,"$24,475 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,566047886,FOUNDATION FOR THE CAROLINAS,"$262,673 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,570793960,CENTRAL CAROLINA COMMUNITY FOUNDATION,"$13,150 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,581493949,NATL CHRISTIAN CHARITABLE FDN INC,"$12,446,482 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,581557995,COMMUNITY FOUNDATION FOR NORTHEAST GEORGIA,"$32,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,581723645,COMMUNITY FOUNDATION OF GREATER MEMPHIS INC,"$201,015 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,592053655,TOP JEWISH FOUNDATION INC,"$7,142 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,593182886,CENTRAL FLORIDA FOUNDATION,"$91,632 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,593649871,GIVEWELL COMMUNITY FOUNDATION INC,"$55,300 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,596150746,THE COMMUNITY FOUNDATION FOR NORTHEAST FLORIDA INC,"$100,400 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,621536731,CHATTANOOGA CHRISTIAN COMMUNITY FOUNDATION,"$112,508 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,680483054,STANISLAUS COMMUNITY FOUNDATION,"$15,108 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,751494062,STEPHEN F AUSTIN STATE UNIVERSITY FOUNDATION INC,"$48,211 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,751525499,GREENVILLE CHRISTIAN SCHOOL INC,"$60,420 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,752267767,COMMUNITY FOUNDATION OF NORTH TEXAS (TAX,"$178,633 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,752836123,DALLAS JEWISH COMMUNITY FOUNDATION,"$496,500 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,770552067,NATIONAL COMMUNITY FOUNDATION,"$20,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,810519514,ONE VALLEY COMMUNITY FOUNDATION,"$339,500 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,812771871,CHARITYVEST INC,"$114,002 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,815466677,KNIGHTS OF COLUMBUS CHARITABLE FUND INC,"$135,153 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,820527986,IDAHO WOMENS CHARITABLE FOUNDATION,"$7,375 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,821504018,UNIVERSITY IMPACT,"$9,820,616 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,840794536,YAMPA VALLEY COMMUNITY FOUNDATION,"$40,900 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,843528011,BACKYARD BASECAMP INC,"$30,150 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,843754469,INTERNATIONAL GENEROSITY FOUNDATION TRUST,"$262,150 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,850487043,WILLING PARTNERS INC,"$8,700 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,850781875,COMMONWEALTH IMPACT FOUNDATION INC,"$10,000 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,872158877,TULSA FIDUCIARY FUND,"$38,384 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,872389502,GRAPEVINE GIVING FOUNDATION,"$26,992 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,880362053,THE PARASOL TAHOE COMMUNITY FOUNDATION,"$22,850 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,920155067,THE ALASKA COMMUNITY FOUNDATION,"$144,150 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,931332421,QUAD CITIES GOLF CLASSIC CHARITABLE FOUNDATION,"$194,831 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,941156533,JEWISH COMMUNITY FEDERATION OF SAN FRANCISCO THE PENINSULA MARIN & SONOMA,"$938,817 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,942686530,HORIZONS FOUNDATION,"$13,280 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,943007979,MARIN COMMUNITY FOUNDATION,"$2,838,089 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,946070996,EAST BAY COMMUNITY FOUNDATION,"$83,600 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,952504044,JEWISH COMMUNITY FOUNDATION OF SAN DIEGO,"$277,177 ",Nat-to-NonNat80%
